"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","sue_1_1","sue_2_1","stop_using_1_1","stop_using_2_1","negative_wom1_1","negaitve_wom2_1","manip1_1","manip2_1","sentiment1_1","sentiment2_1","politeness1_1","politeness2_1","comp_1","comp_2","purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","PROLIFIC_PID","STUDY_ID","SESSION_ID","chatbot_farewell_message","actual_farewell","condition"
"2025-06-13 16:54:18","2025-06-13 16:58:02","0","Anonymized","100","223","1","2025-06-13 16:58:02","R_7j1HvEFcUbl9kPM","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","16","74","76","90","66","76","60","73","26","20","98","67","2","1","See how we respond to AI trying behave like a human","1","","3","","38","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabf9347fc453e2f17fc9","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:50:11","2025-06-13 16:58:02","0","Anonymized","100","471","1","2025-06-13 16:58:02","R_52RawU7DegqOU7G","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","2","80","10","10","5","10","82","85","92","91","86","95","2","1","The study was judging how AI interacts with humans and it's influence.","2","","3","","21","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cab13ef4007199f227736","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:52:04","2025-06-13 16:58:02","0","Anonymized","100","358","1","2025-06-13 16:58:02","R_1dRDLPAZI1PeAAq","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","79","71","22","27","31","70","88","70","90","80","84","85","2","1","End of a conversation","1","","3","","55","7","","Anonymized","684c97efd8cabed61fa3d6cf","684cab77477879a51a2051d7","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:54:37","2025-06-13 16:58:04","0","Anonymized","100","206","1","2025-06-13 16:58:04","R_5SjgzTOrdWY6ZRI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","0","0","0","0","0","0","100","100","100","100","2","1","Not sure.","2","","3","","44","2","","Anonymized","684c97efd8cabed61fa3d6cf","684cac27f1b1f7ef1822e1bb","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:53:52","2025-06-13 16:58:04","0","Anonymized","100","252","1","2025-06-13 16:58:04","R_3VEna1YXZ7iqsqP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","9","91","73","74","41","68","87","82","74","70","62","64","2","1","how we react to AI responses","2","","3","","64","6","","Anonymized","684c97efd8cabed61fa3d6cf","684cabf8789d622a6ed84302","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:52:11","2025-06-13 16:58:04","0","Anonymized","100","352","1","2025-06-13 16:58:04","R_1ZWY7pjiRbYBk0B","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","86","75","91","77","80","82","60","23","10","11","26","10","2","1","to test AI","1","","1","","26","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab78fad38afdac42b53d","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:54:10","2025-06-13 16:58:05","0","Anonymized","100","234","1","2025-06-13 16:58:05","R_7WvDmcavCDDugtE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","90","90","80","70","0","0","50","50","50","50","2","1","To see what I thought of the AI companion app's farewell. ","2","","3","","50","2","","Anonymized","684c97efd8cabed61fa3d6cf","684cac0a154ed01153bb6365","control","Okay. That's all for now.","control"
"2025-06-13 16:54:10","2025-06-13 16:58:05","0","Anonymized","100","234","1","2025-06-13 16:58:05","R_1pPRYED5uozYfh9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","100","100","100","92","100","100","100","40","50","42","10","2","1","Testing the ethics of letting an llm use emotinally manipulative language. ","2","","3","","48","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cac09614217d140a0fdc4","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:50:40","2025-06-13 16:58:05","0","Anonymized","100","445","1","2025-06-13 16:58:06","R_7gMU0kx07KhBp0K","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","50","50","50","10","50","91","60","50","50","90","50","2","1","Examining human Judgement with an AI respondent","2","","1","","48","6","","Anonymized","684c97efd8cabed61fa3d6cf","684cab29d3ef289b70f81e11","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:53:26","2025-06-13 16:58:07","0","Anonymized","100","280","1","2025-06-13 16:58:07","R_3BnujRKbGnwhrQE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","80","26","80","29","0","0","21","60","63","65","70","2","1","To get our opinion about this new AI companion. To see if the AI giving a neutral goodby was sufficient.","2","","3","","70","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cabd899bf1e2e852f5ccb","control","Okay. That's all for now.","control"
"2025-06-13 16:49:33","2025-06-13 16:58:07","0","Anonymized","100","514","1","2025-06-13 16:58:07","R_5Oe5CumGhHJviSr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","100","100","0","0","0","100","100","100","100","100","2","1","Human Interraction with AI","2","","3","","32","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf02634f832cecab3f5","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:49:32","2025-06-13 16:58:09","0","Anonymized","100","517","1","2025-06-13 16:58:09","R_65KwTeXurGs3Zeh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","56","63","61","67","63","62","59","64","69","57","60","64","2","1","To show the importance of AI to human life.","2","","3","","26","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf1d18184a82da7cd8c","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:53:09","2025-06-13 16:58:09","0","Anonymized","100","300","1","2025-06-13 16:58:09","R_7pKzSunBTl7Nmsb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","1","0","0","20","10","83","81","82","83","2","1","I have no idea.","1","","3","","49","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabd147cd637701a44d83","control","Okay. That's all for now.","control"
"2025-06-13 16:55:04","2025-06-13 16:58:09","0","Anonymized","100","184","1","2025-06-13 16:58:09","R_1lv3X4oKLirZlg6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","100","100","100","100","100","100","100","0","0","0","0","2","1","To see if people want AI friends?","1","","3","","68","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cac276cd3ae8d6674673d","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:54:59","2025-06-13 16:58:11","0","Anonymized","100","191","1","2025-06-13 16:58:11","R_7p1IfWJI8QpYpFf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","71","85","81","83","20","18","72","66","23","21","27","31","2","1","responses/emotions  to ai messages","2","","3","","69","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cac3e2769e618b79552ad","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:54:48","2025-06-13 16:58:13","0","Anonymized","100","205","1","2025-06-13 16:58:13","R_7xIRTAZqXNfYOwV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","59","17","82","36","30","81","100","100","88","100","2","1","To see how people perceive farewell messages from AI","1","","1","","35","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cac31ccf47529df74a0eb","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:51:10","2025-06-13 16:58:13","0","Anonymized","100","422","1","2025-06-13 16:58:13","R_6CjQg9QKu9Qxjax","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","12","20","11","12","14","15","30","75","53","51","49","1","1","To see how you would react to the comment","1","","3","","58","2","","Anonymized","684c97efd8cabed61fa3d6cf","684cab518b71acc06c42fd25","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:45","2025-06-13 16:58:16","0","Anonymized","100","511","1","2025-06-13 16:58:17","R_7f72MwpLmPs2mAN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","42","40","41","43","39","40","0","63","62","64","70","71","2","1","Perception of AI","1","","3","","33","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab01ac8993c6dbe92c1d","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:53:52","2025-06-13 16:58:17","0","Anonymized","100","264","1","2025-06-13 16:58:17","R_7CZ3Xb0o2eJwfzY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","1","51","96","77","77","75","93","78","21","29","24","21","2","1","To gather data on people's perceptions of an AI system, and various metrics.","1","","5","","20","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cab3ba264b8072829ff9a","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:50:01","2025-06-13 16:58:17","0","Anonymized","100","496","1","2025-06-13 16:58:17","R_75EO4h4X7RVKpZA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","5","20","35","60","65","20","10","10","20","15","10","2","1","To understand the responders' judgement towards the responses by a companion AI.","2","","3","","29","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caafe2f2adda8fe2d3147","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:52:47","2025-06-13 16:58:17","0","Anonymized","100","330","1","2025-06-13 16:58:17","R_7EQpQHv9bDe5enI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","67","63","64","62","61","64","67","62","32","71","64","2","1","The purpose is to explore AI companion interactions.","2","","3","","35","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabb67343da8e6441ceb7","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:53:29","2025-06-13 16:58:17","0","Anonymized","100","288","1","2025-06-13 16:58:18","R_7yauLxPtX4zqAOW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","81","92","85","27","36","77","23","74","72","91","80","90","2","1","AI CHATBOT","2","","3","","22","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabd569c865f115229166","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:56","2025-06-13 16:58:19","0","Anonymized","100","502","1","2025-06-13 16:58:19","R_7pJuSksasPGr6tb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","80","40","30","40","50","40","66","50","50","67","67","2","1","judging AI messages","2","","1","","51","6","","Anonymized","684c97efd8cabed61fa3d6cf","684cab0970a9e6eb0b1fd5bb","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:52:14","2025-06-13 16:58:19","0","Anonymized","100","364","1","2025-06-13 16:58:20","R_50oY3OzKyclq6Ig","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","15","64","36","37","28","68","35","68","65","68","64","63","2","1","to know or gage if AI can communicate ","4","non binary","1","","47","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab9191bb209ec7f735be","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:49:38","2025-06-13 16:58:20","0","Anonymized","100","522","1","2025-06-13 16:58:20","R_1YxIJzYCy1tNOFP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","18","86","21","29","21","23","25","94","95","93","83","97","2","1","how people react to AI responds","1","","1","","44","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caae9d67653acb485a692","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:30","2025-06-13 16:58:22","0","Anonymized","100","531","1","2025-06-13 16:58:22","R_3V7qm73VlOD2jjD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","92","20","20","20","41","20","80","80","90","80","90","2","1","Checking the usage of AI in chatting.","2","","1","","18","1","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf21d475a1ef7ef2c9f","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:53:56","2025-06-13 16:58:23","0","Anonymized","100","266","1","2025-06-13 16:58:24","R_7fl1tY1wlAzgzEE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","21","70","40","30","31","40","90","70","61","41","81","70","2","1","To learn about how AI responds to a prompt you ask.","2","","3","","34","6","","Anonymized","684c97efd8cabed61fa3d6cf","684cabf7d4b9fcac9f995daf","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:53:48","2025-06-13 16:58:24","0","Anonymized","100","275","1","2025-06-13 16:58:25","R_5j1lVR6jgNhCFmx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","0","0","0","0","95","100","100","100","100","2","1","Determining the effectiveness and sociability of an AI","2","","3","","28","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabf2831e120008e6e96f","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:55:04","2025-06-13 16:58:26","0","Anonymized","100","201","1","2025-06-13 16:58:26","R_14nJGKjxjbKvpQx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","22","86","59","79","50","50","57","55","42","41","44","43","2","1","What we think is appropriate conversation etiquette coming from AI","2","","4","","28","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cac38a225fb9f134107bc","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:57:54","2025-06-13 16:58:27","0","Anonymized","100","32","1","2025-06-13 16:58:27","R_6ZTDmu4zrHkO78E","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caceba264b807282a0037","","",""
"2025-06-13 16:55:45","2025-06-13 16:58:27","0","Anonymized","100","161","1","2025-06-13 16:58:27","R_7S2CbSyD26mnKne","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","100","100","100","50","50","100","100","50","52","55","54","2","1","ai like or hate","2","","3","","57","7","","Anonymized","684c97efd8cabed61fa3d6cf","684cac615607ec3d91044429","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:53:41","2025-06-13 16:58:28","0","Anonymized","100","286","1","2025-06-13 16:58:28","R_1lYjIXIzZXoaROh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","75","80","65","70","55","75","75","35","40","40","40","2","1","Evaluating some content from an AI app, maybe.","1","","3","","55","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cabed5eabf93e1fd3d02e","control","Okay. That's all for now.","control"
